voice,speaker,text_ja
ATR_b304_089,bg,「ええ。ですが、そのために夏生さんを死なせるわけにはいきません」
ATR_b304_090,bg,「わたしが機能停止した後、この島で一人で生きていくおつもりですか？」
ATR_b304_091,bg,「……」
ATR_b304_092,bg,「扉を開けるよう命じただけです」
ATR_b304_093,bgm,「中央制御室です。ここからエデンの全てを制御可能です」
ATR_b304_094,bgm,「繋がっているからです」
ATR_b304_095,bgm,「中央制御コンピュータとリンクしています。どうやらわたしは、エデンのコアとして迎え入れられたようです」
ATR_b304_096,bgm,「今、資料をお見せします」
ATR_b304_097,bg,「……」
ATR_b304_098,bg,「……薄らと思い出してきました。八千草乃音子がわたしに与えようとした役割を」
ATR_b304_099,bg,「乃音子はわたしを、エデンの管理人にしようとしていました」
ATR_b304_100,bg,「この成長する島は通常のＡＩでは管理しきれないためです」
ATR_b304_101,bg,「はい、死んでしまいます」
ATR_b304_102,bgm,「はい、その通りです」
ATR_b304_103,bgm,「ただ一つ、訂正があります」
ATR_b304_104,bgm,「今、復元されたメモリーによると、八千草乃音子がわたしのマスターだった事はありません」
ATR_b304_105,bgm,「よって、この命令はわたしが探している“最後の命令”ではありません」
ATR_b304_106,bgm,「さあ、わかりません」
ATR_b304_107,bg2,「こちらはライブ映像です」
ATR_b304_108,bgm,「音声を拾って解析してみたところ、２０世紀に流行した軽快なロックナンバーが聞こえます」
ATR_b304_109,bgm,「間違いありません。知性の欠片も感じない、ジャカジャカとうるさいだけの音楽です」
ATR_b304_110,bgm,「行きましょう」
ATR_b304_111,bgm,「夏生さんの命が最優先です」
ATR_b304_112,bgm,「見てください、わたしたちの船です」
ATR_b304_113,bgm,「おーーーーーーーーい！」
ATR_b304_114,bgm,「むー……見えていないようですね。夏生さん、杖をお借りします」
ATR_b304_115,bgm,「アホの竜司ーーーーーーーーーーーーーっ！！！！」
ATR_b304_116,bgm,「夏生さんも一緒に」
ATR_b304_117,bgm,「ちゃんとアホを付けて……あ、気付いたようです。こちらへ船首を向けました」
ATR_b304_118,bgm,「行きましょう。脱出するんです」
ATR_b304_119,bgm,「気落ちするのは、安全を確保なさってからにしてください」
ATR_b304_120,bg,「……何かアイデアはありませんか」
ATR_b304_121,bgm,「はい」
ATR_b304_122,bgm,「それでどうやって浮かぶんです？」
ATR_b304_123,bgm,「やってみます」
ATR_b304_124,bgm,「……えいっ！」
ATR_b304_125,bgm,「なるほど」
ATR_b304_126,bgm,「はい」
ATR_b304_127,bgm,「それについては、すでに学習済みです」
ATR_b304_128,bg,「すみません夏生さん……手が滑ってしまいました」
ATR_b304_129,bg,「はいバカですポンコツです。反省します」
ATR_b304_130,bgm,「……ッ」
ATR_b304_131,bgm,「ない……ないです……」
ATR_b304_132,bgm,「……ログがないんです」
ATR_b304_133,bgm,「夏生さんにサルベージしていただいてから、１日も欠かさずに付けていたのに……」
ATR_b304_134,bgm,「はい……」
ATR_b401_001,bgm,「おはようございまふ…………ふわぁ～～～～」
ATR_b401_002,bgm,「朝ご飯の支度しますね……むにゃ……」
ATR_b401_003,bg,「いてて……すみません、寝ぼけて転んでしまいました」
ATR_b401_004,bg,「わたしのボディは頑丈です。ヒトのように簡単に壊れません」
ATR_b401_005,bg,「……クンクン。たしかにこれは焦げている匂いです」
ATR_b401_006,bg,「……？」
ATR_b401_007,bg,「……」
ATR_b401_008,bg,「いかがでしたか？」
ATR_b401_009,bg,「……」
ATR_b401_010,bg,「……料理を作って、初めて褒められました。わたしは自分が戦闘ロボなのではないかと疑うほど、家事や料理が苦手ですので」
ATR_b401_011,bg,「……？」
ATR_b401_012,bgm,「ヤチグサノンコ…………誰でしたか」
ATR_b401_013,bgm,「ああ……はい、ちがいます」
ATR_b401_014,bgm,「…………嫌味なババア…………という事くらいしか」
ATR_b401_015,bgm,「……」
ATR_b401_016,bgm,「わたしはたぶん、マスターに捨てられたんです」
ATR_b401_017,bgm,「はい。マスターがわたしの前からいなくなってしまったのを、なんとなく覚えています」
ATR_b401_018,bgm,「ちょっといいですか」
ATR_b401_019,bg,「こんな風にして……何か言われました」
ATR_b401_020,bg,「なんだったか……ここまで出かかっているのに」
ATR_b401_021,bg,「海の底で眠ってたので何年前とかはわかりませんが……あっ」
ATR_b401_022,bg,「……そうです。小さい夏生さんと出逢った頃です」
ATR_b401_023,bg,「イヤです」
ATR_b401_024,bg,「夏生さんを抱っこするのは久しぶりですので。放したくはありません」
ATR_b401_025,bg,「そうでした」
ATR_b401_026,bg,「かしこまりました」
ATR_b401_027,bgm,「……」
ATR_b401_028,bgm,「ノートがないと、新しいメニューを記録できません……」
ATR_b401_029,bgm,「はい」
ATR_b401_030,bgm,「ふっふっふー、驚くと思いますよ。なにせわたしは高性能ですから！　ムフン！」
ATR_b401_031,bg,「どれがいいですかねー」
ATR_b401_032,bg,「前のやつ……」
ATR_b401_033,bg,「ちがうのにします」
ATR_b401_034,bg,「ハーイ」
ATR_b401_035,bg,「………………ハッ」
ATR_b401_036,bg,「じゅるる……少し寝てました」
ATR_b401_037,bg,「全然余裕です。その証拠に、小躍りだってしてみせます。ヘイヘ～イ♪」
ATR_b401_038,bg,「ここからが見せ場でしたのに……」
ATR_b401_039,bg,「ええ、この通りバッチリ！」
ATR_b401_040,bg,「いい感じに機能的でリーズナブルなノートを見付けたんです。わたしの目に狂いはありません！」
ATR_b401_041,bg,「夏生さんの用事はお済みですか？」
ATR_b401_042,bg,「では学校へ行きましょう！」
ATR_b401_043,bg,「お一人で大丈夫ですか？」
ATR_b401_044,bg,「はう……夏生さんが甘えんぼナッちゃんモードに……」
ATR_b401_045,bg,「すみません、しばらくお休みしてたので、水菜萌部長に叱られてしまいます」
ATR_b401_046,bg,「帰ったら、いくらでも甘えんぼさせてあげますからね！」
ATR_b401_047,bg,「では、行ってまいります！」
ATR_b401_048,bg,「大丈夫ですか、夏生さん」
ATR_b401_049,bgm,「……」
ATR_b401_050,bgm,「夏生さんの帰りを待っていました」
ATR_b401_051,bgm,「……」
ATR_b401_052,bgm,「……夏生さんが今のように転ぶ恐れがあったため、ここで待つ事にしました」
ATR_b401_053,bgm,「わたしはお役に立てていますか？」
ATR_b401_054,bgm,「それはよかったです」
ATR_b401_055,bgm,「はい」
ATR_b401_056,bgm,「……」
ATR_b401_057,bgm,「あの……」
ATR_b401_058,bgm,「明日は部活動に行ってもよろしいでしょうか」
ATR_b401_059,bgm,「はい。有用性が獲得できますから」
ATR_b401_060,bgm,「……そうでした。時間もありませんし、そちらを優先します」
ATR_b401_061,bgm,「……？夏生さん、どうしました？」
ATR_b401_062,bgm,「……ありがとうございます。ですがわたしには“好き”をお返しできません」
ATR_b401_063,bgm,「もしわたしに心があったとすれば、今の夏生さんを“嫌い”と表するだろうと、推測したまでです。確実とは言えません」
ATR_b401_064,bgm,「それに、お返しできないというのは、心がないわたしには差し出せる感情がないという意味です」
ATR_b401_065,bgm,「……我々はそのように造られているのです」
ATR_b401_066,bgm,「……学習しました」
ATR_b401_067,bg,「っ――」
ATR_b401_068,bg,「むぐ……学習……しました」
ATR_b401_069,bg,「夏生さん、帰ったらお願いがあるのですが」
ATR_b401_070,bg,「……帰ってから言います」
ATR_b401_071,bg,「わかりました、学校には来ないようにします」
ATR_b401_072,bg,「キャサリン先生、さようなら。ぺこり」
ATR_b401_073,bgm,「何か用事はないですか」
ATR_b401_074,bgm,「……」
ATR_b401_075,bgm,「では、部屋の片付けをやります」
ATR_b401_076,bgm,「大丈夫です、わたしは高性能ですから」
ATR_b401_077,bg,「あ…………」
ATR_b401_078,bg,「はうぁっ」
ATR_b401_079,bg,「少々痛いです。わたしの頭蓋骨は頑丈なので平気ですが、ロボット愛護法に抵触する行為であり――」
ATR_b401_080,bg,「……学習しました。ごめんなさい」
ATR_b401_081,bgm,「ぅぅ……夏生さんが怒りました」
ATR_b401_082,bgm,「申し訳ございません、夏生さん。……わたしが戦闘ロボなばかりに」
ATR_b401_083,bgm,「冗談ではありません。これはいくつかの論拠から導き出した可能性です。何人も否定はできません」
ATR_b401_084,bgm,「そうでしたか。残念です」
ATR_b401_085,bgm,「いえ、皆優秀です。できないのはわたしだけです」
ATR_b401_086,bgm,「考えられる可能性は初期不良か、わたしが家庭用ヒューマノイドに偽装された戦闘ロボである事だけです」
ATR_b401_087,bgm,「？　覚えがありませんが、おそらくそれは作り話です」
ATR_b401_088,bgm,「それは…………おそらく本当です。思い出せるメモリーの断片に、うっすらと叱られた記憶が残っています」
ATR_b401_089,bgm,「…………」
ATR_b401_090,bg,「力仕事をして疲れたようです」
ATR_b401_091,bg,「……そろそろよい頃合いですね」
ATR_b401_092,bg,「夏生さん、わたしのお願いをお伝えする時が来ました」
ATR_b401_093,bg,「これをどうぞ」
ATR_b401_094,bg,「抱っこしていただいてもよろしいですか。『ＹＥＳ』よろしいという事ですね。では」
ATR_b401_095,bg,「……」
ATR_b401_096,bg,「甘えんぼアトリになって眠ってもよろしいでしょうか」
ATR_b401_097,bg,「……」
ATR_b401_098,bg,「……甘えんぼナッちゃんの時は、頭を撫でてあげていました。同じようにしてください」
ATR_b401_099,bg,「……よくわかりません。夏生さんはこれをされて、なにが嬉しかったのですか？」
ATR_b401_100,bg,「……全然わかりません」
ATR_b401_101,bg,「このまま、わたしが眠るまでそうしていてください」
ATR_b401_102,bg,「……一人で眠ると、このまま目を覚まさないような、そんな気がするんです」
ATR_b401_103,bg,「……ギリギリするのはやめてください。頭蓋骨が軋む音は少々不快ですので」
ATR_b401_104,bg,「ぅぅ……んぅ……」
ATR_b401_105,bg,「うぅぅ～～…………ん…………」
ATR_b402_001,bg,「…………」
ATR_b402_002,bg,「……」
ATR_b402_003,bg,「夏生さんはまだ眠っている」
ATR_b402_004,bg,「……わたしがあなたに尽くさなければいけない。でなければ、わたしは存在する意味を失う」
ATR_b402_005,bg,「寝息が穏やかになりました」
ATR_b402_006,bg,「夏生さん、起きてください。もうすぐお昼です。夏生さん」
ATR_b402_007,bg,「……」
ATR_b402_008,bg,「夏生さんにとって安眠は得がたい安らぎ。昨晩も徹夜していたとすれば、ほとんど眠っていないはずだと推測できます」
ATR_b402_009,bg,「夏生さんは眠るべきです」
ATR_b402_010,bg,「……」
ATR_b402_011,bg,「夏生さんはわたしのために行動してくださっている。なのにわたしは、夏生さんのために何もできない」
ATR_b402_012,bg,「わかりません」
ATR_b402_013,bg,「……水菜萌」
ATR_b402_014,bg,「……」
ATR_b402_015,bgm,「学校に行ってはいけない」
ATR_b402_016,bgm,「…………」
ATR_b402_017,bg,「そのように、わたしはできている……」
ATR_b402_018,bg,「理解不能……理解不能……理解不能……」
ATR_b402_019,bg,「……凜々花」
ATR_b402_020,bgm,「どうしたんですか凜々花、そんなに慌てて」
ATR_b402_021,bgm,「わたしを狙ってる？」
ATR_b402_022,bgm,「その方は今どうしてるのです？」
ATR_b402_023,bgm,「学校には水菜萌たちもいるんじゃ……」
ATR_b402_024,bgm,「その何者かは、わたしに来いと言っているのですね」
ATR_b402_025,bgm,「水菜萌たちが危険であると推測できます。助けに行きます」
ATR_b402_026,bgm,「任せてください！わたしこう見えて戦闘ロボですので」
ATR_b402_027,bgm,「悪者には必殺ダブルロケットパンチをお見舞いしてやります！　フンス！」
ATR_b402_028,bg,「……」
ATR_b402_029,bgm,「…………」
ATR_b403_001,bgm,「…………」
ATR_b403_002,bg,「あのヒトですか、わたしを呼んでいるのは」
ATR_b403_003,bg,「すぐに行きます」
ATR_b403_004,bg,「……？」
ATR_b403_005,bg,「……」
ATR_b403_006,bgm,「？　あの男は……」
ATR_b403_007,bgm,「…………いたた」
ATR_b403_008,bgm,「痛いじゃないですかー、何するんですかー」
ATR_b403_009,bgm,「わたしに用があるというのはあなたですね」
ATR_b403_010,bgm,「？　わたしはあなたを覚えていません。最近忘れっぽくて……」
ATR_b403_011,bgm,「水菜萌や皆さんが危険そうでしたので、人命を優先させていただきました」
ATR_b403_012,bgm,「？」
ATR_b403_013,bg,「いてて……全然へっちゃらです」
ATR_b403_014,bg,「……ヒューマノイドへの暴行は、ロボット愛護法に抵触します。懲役３年、もしくは罰金刑が下されます」
ATR_b403_015,bg,「５日です」
ATR_b403_016,bg,「あぐっ――」
ATR_b403_017,bg,「あぅぅ…………今のはちょっと効きましたぁ」
ATR_b403_018,bgm,「あぐっ……いたたた」
ATR_b403_019,bg,「……そんなのが刺さったら死んでしまいます。ヒトは脆くてすぐ壊れるんですから」
ATR_b403_020,bgm,「がはッ――！！？」
ATR_b403_021,bgm,「だ……いじょぶ…………です」
ATR_b403_022,bg2,「あー、大丈夫ですよー。まだまだ余裕ありますからー」
ATR_b403_023,bg,「がふっ！？」
ATR_b403_024,bg,「えへへ…………さすがに効きますねぇ」
ATR_b403_025,bgm,「がッ――」
ATR_b403_026,bg,「…………」
ATR_b403_027,bg2,「……」
ATR_b403_028,bg2,「……」
ATR_b403_029,bg2,「……」
ATR_b403_030,bg,「……覚えていません」
ATR_b403_031,bg2,「あぐっ」
ATR_b403_032,bg,「このヒトの言う通りです、水菜萌。わたしは傷付かないし、壊れてもなんとも思いません」
ATR_b403_033,bg,「……」
ATR_b403_034,bg2,「あぐっ……」
ATR_b403_035,bg2,「……」
ATR_b403_036,bg,「できません。自殺は禁じられています」
ATR_b403_037,bg,「できません」
ATR_b403_038,bg,「……ポンコツはロボットへの蔑称です。撤回を要求します」
ATR_b403_039,bg,「……」
ATR_b403_040,bg,「――――」
ATR_b403_041,bg,「……」
ATR_b403_042,bg,「…………」
ATR_b403_043,bg,「……」
ATR_b403_044,bgm,「……」
ATR_b403_045,bg,「――――」
ATR_b403_046,bgm,「…………」
ATR_b403_047,ev,「……」
ATR_b403_048,ev,「……」
ATR_b403_049,ev,「……」
ATR_b403_050,ev,「あの日もそうでした……わたしは暴走し、ヒトを殴った……」
ATR_b403_051,ev,「…………」
ATR_b403_052,bgm,「はい」
ATR_b403_053,bgm,「わたしは禁じられていた学校に入り、生徒の一人を攻撃しました」
ATR_b403_054,bgm,「誰かがわたしを停止させなければ、殺してしまっていたでしょう」
ATR_b403_055,bgm,「不良品だからです」
ATR_b403_056,bg,「その人の言う通りなんです。わたしは不良品で、もっと早く廃棄されるべき存在でした」
ATR_b403_057,bg,「世界が生み出したエラーです。１秒でも早く取り除かないと……」
ATR_b403_058,bg,「キャサリン、そのちぎれた腕を拾ってください」
ATR_b403_059,bg,「それでわたしを撃ってください」
ATR_b403_060,bg,「カートリッジの射出は、外側にあるスイッチでできるはずです」
ATR_b403_061,bg,「わたしは自分で死ぬ事はできません。そうプログラムされているから」
ATR_b403_062,bg,「ですが、それで撃たれたら、完全に機能停止しないまでも、ほとんどスクラップ同然になります」
ATR_b403_063,bg,「……無害なゴミになって、海の底で、機能停止する日を待ちます」
ATR_b403_064,bg,「わたしが子供たちを傷つけてもいいのですか？」
ATR_b403_065,bg,「あなたの生徒が、そこにいるヒトのようになってもいいのですか？」
ATR_b403_066,bg,「……」
ATR_b403_067,bgm,「お望み通りにしてください。わたしを壊したいのでしょう？」
ATR_b403_068,bgm,「許可を与える権限はわたしにはありません。わたしはロボット、あなたはヒトです」
ATR_b403_069,bg,「生きたいとか死にたいとかはありません。最も合理的な判断として、わたしは今すぐ廃棄されるべきなのです」
ATR_b403_070,bg,「理解不能です。要望にはお応えできません」
ATR_b403_071,bg,「さあ、押してください」
ATR_b403_072,bg,「……」
ATR_b403_073,bg,「エラーです。心ではありません」
ATR_b403_074,bg,「……」
ATR_b403_075,bg,「……はい」
ATR_b403_076,bg,「……何も」
ATR_b403_077,bg,「……感じる心などありません」
ATR_b403_078,ev1,「――――――――」
ATR_b403_079,ev1,「うわぁあああああああああああああああああああぁあぁあああぁぁああぁぁぁぁぁぁぁぁあああああああああああぁぁぁあああああぁぁぁぁぁーーーーーーーーーん！！！」
ATR_b403_080,ev1,「ひっく……えぐっ……ひっく、ひっく……あぐっ……！」
ATR_b403_081,bg,「うあああぁん………ヒック、ヒック……えぐっ…………」
ATR_b403_082,bg,「わぁあああああああああああああああああん！！！ヒック、ひっく……うくっ……えぐ…………！！！」
ATR_b403_083,bg,「………………はい、そうです。詩菜様……そう、詩菜様…………」
ATR_b403_084,bg,「詩菜様ぁ…………詩菜様ぁぁぁぁ！！！！」
ATR_b404_001,bgm,「…………」
ATR_b404_002,bg,「すみません……夏生さんをタオル代わりにしてもいいですか？」
ATR_b404_003,bg,「ずずーーっ」
ATR_b404_004,bg,「……はい。高性能ですから」
ATR_b404_005,bg,「そいつにボコボコにされたからです。でも頑丈ですから、全然平気です」
ATR_b404_006,bg,「……守るのはわたしの役目です。夏生さんは守られていてください」
ATR_b404_007,bg,「奇遇ですね。ヒューマノイドもですよ……ぐすっ」
ATR_b404_008,bg,「？」
ATR_b404_009,bg,「あ……これだ。何か足りないと思ってました」
ATR_b404_010,bg,「……」
ATR_b404_011,bg,「はいです」
ATR_b404_012,bgm,「夏生さん、身体の具合は大丈夫ですか？」
ATR_b404_013,bgm,「うーん……」
ATR_b404_014,bgm,「……あと４日なら、充分持つと思います」
ATR_b404_015,bg,「いえ、全然そんな。わたしには痛覚が備わっていますが、一定以上の痛みはリミッターが働きますので」
ATR_b404_016,bg,「…………はいです」
ATR_b404_017,ev,「あいつに殴られている時……あいつを殴っている時……頭の奥の方で何かが軋むような感触がありました」
ATR_b404_018,ev,「ネジが飛んで、ひびが入って……わたしの中にあるコアが壊れていくんです……」
ATR_b404_019,bg,「……こうしてると、ひび割れが直っていくみたいです」
ATR_b404_020,bg,「癒されるというのは、こうした感覚なのですね」
ATR_b404_021,bg,「……はいです」
ATR_b404_022,bg,「……あの、なにか？」
ATR_b404_023,bgm,「……えっ」
ATR_b404_024,bgm,「あ、あのっ、その……」
ATR_b404_025,bgm,「……こ、ここで見張っててあげますから、どうぞ安らかに眠ってください」
ATR_b404_026,bgm,「プイッ」
ATR_b404_027,bg,「知りません。プイッ」
ATR_b404_028,bgm,「夏生さん……？」
ATR_b404_029,bg,「うー……」
ATR_b404_030,bg,「……………どうしてしまったのでしょう、わたしは」
ATR_b404_031,bg,「意地っ張りの夏生さんが、抱っこしてほしいって自分から言ってきてくれたのに……」
ATR_b404_032,bg,「抱っこ……したいのに…………」
ATR_b404_033,bg,「……………………」
ATR_b404_034,bg,「はわわわわ…………無理無理無理ですぅぅ～～！！」
ATR_b404_035,bg,「はふぅ…………」
ATR_b404_036,bg,「…………」
ATR_b404_037,bg,「…………」
ATR_b404_038,bg,「…………詩菜様」
ATR_b404_039,bg,「ッ……」
ATR_b404_040,bg,「……知らない間に、目から洗浄液が」
ATR_b404_041,bg,「ぐすん……涙……学習しました」
ATR_b404_042,bg,「詩菜様がですか？」
ATR_b404_043,bg,「役に立たないわたしを傍に置き、必要としてくださいました」
ATR_b404_044,bg,「わたしたちロボットは、マスターに必要とされなければ、何のために生まれてきたか分かりません」
ATR_b404_045,bg,「ずずっ……」
ATR_b404_046,bg,「……あの頃のわたしが知っていた感情が“悲しみ”じゃなく“喜び”だったなら、詩菜様を悲しませずに済んだのに」
ATR_b404_047,bg,「……ぐすん」
ATR_b404_048,bg,「わたしも少しスリープしていいですか？」
ATR_b404_049,bg,「……」
ATR_b404_050,bg,「夏生さんをロボット愛護法違反者にするわけにはいきませんので」
ATR_b404_051,bg,「ッ！！？」
ATR_b404_052,bg,「な……夏生さんはっ、ハレンチになりました！もう知りませんです、プイですプイッ」
ATR_b404_053,bg,「はい。夏生さんについて……」
ATR_b404_054,bg,「今ちょっと、夏生さんとの関係に悩んでまして」
ATR_b404_055,bg,「……水菜萌部長、鼻息が荒いですよ」
ATR_b404_056,bgm,「その前に、今日の部活はわたしたちだけですか？」
ATR_b404_057,bgm,「わたしのせいですね。大変ご迷惑をおかけしました。怪我の具合はいかがですか？」
ATR_b404_058,bgm,「わたしは平気です。頑丈にできていますから」
ATR_b404_059,bgm,「それに、料理を学習し直さないといけません。夏生さんに食べていただくために」
ATR_b404_060,bg,「うっ……圧が凄いです」
ATR_b404_061,bg,「……夏生さんがどうしたというわけじゃないのですが。どちらかというと、わたしがどうかしてしまったようで」
ATR_b404_062,bg,「急に夏生さんを直視できなくなったと言いますか……傍にいると落ち着かないと言いますか……」
ATR_b404_063,bg,「……」
ATR_b404_064,bg,「わたしを守ってくれた夏生さん……超カッコよかったじゃないですか……？」
ATR_b404_065,bg,「ロボットのわたしを庇って傷を負って……とても辛かったですけど、嬉しかったんです」
ATR_b404_066,bg,「それに、わたしの中に心があるのを見付けてくれて……なんて言いますか、こう……優しいんです！」
ATR_b404_067,bg,「……夏生さんの事を考えるだけで、ドキドキしてくるのです」
ATR_b404_068,bg,「今までなら平気だったのに、抱っこして寝るのもできなくなってしまって……」
ATR_b404_069,bg,「このままでは夏生さんの“足”としての役割が果たせません」
ATR_b404_070,bgm,「……なんだかいつもよりテンションが高いですね。頭を打っておかしくなったんじゃないですか？」
ATR_b404_071,bgm,「……これが“恋”なのでしょうか」
ATR_b404_072,bgm,「断言できるほど情報があったとも思えませんが」
ATR_b404_073,bgm,「……わたし個人としては、恋であるという自信がありません」
ATR_b404_074,bgm,「……わたしは感情を自覚して間もない、いわば感情初心者。何がなんだか分かりません」
ATR_b404_075,bgm,「正直、機能停止が近づく事で起こっているボディの不調を、恋愛感情と勘違いしている可能性も否定はできないのです」
ATR_b404_076,bgm,「……」
ATR_b404_077,bgm,「水菜萌も……夏生さんの事が、好きなんですね」
ATR_b404_078,bgm,「あ、いえ……なんとなくそう思っただけです。断定できるような根拠は何も……」
ATR_b404_079,bgm,「でも、今までの水菜萌の態度や言動を総合すると、もしかしたらと……間違っていますか？」
ATR_b404_080,bgm,「……やはりそうなのですね」
ATR_b404_081,bgm,「わかりました。命令破りに定評のあるわたしですが、善処します」
ATR_b404_082,bgm,「しかし、これはいけませんね。同じヒトを好きになった相手に恋愛の相談をするのはマナー違反であると参考文献に書いてありました」
ATR_b404_083,bgm,「他の方に相談します。幸い、洋子は恋愛のエキスパートを自称していますし……」
ATR_b404_084,bgm,「？」
ATR_b404_085,bgm,「……わたしは夏生さんが……好き……」
ATR_b404_086,bg,「どうする……とは？」
ATR_b404_087,bg,「一生後悔……残り４日しか一生が残ってないわたしには重く響く言葉ですね」
ATR_b404_088,bg,「水菜萌…………あなたはヒトの中でも、とても善良な性質をお持ちです」
ATR_b404_089,bg,「あなたのようなヒトと出会えた事は、わたしの人生の幸運と言えるでしょう」
ATR_b404_090,bg,「え、いや、別にどうするとかは……あぅあぅ」
ATR_b404_091,bg,「は、はいです……」
ATR_b404_092,bgm,「む……アホの竜司の気配！」
ATR_b404_093,bgm,「あの程度、ちっとも大変じゃありません。わたしこう見えて高性能ですから」
ATR_b404_094,bgm,「そ、そんな事ありませんっ。もぉ、夏生さん！」
ATR_b404_095,bgm,「……どうして夏生さんは竜司なんかと仲良しなんでしょう。品性が疑われます」
ATR_b404_096,bgm,「はい、復習をしました。もうバッチリです」
ATR_b404_097,bg,「こ、心の準備がぁ……わたしまだココロ初心者なのでぇ……」
ATR_b404_098,bgm,「あ、あのですね、夏生さん……実は折り入ってお話したい事が……」
ATR_b404_099,bgm,「あぅあぅ……」
ATR_b404_100,bg,アトリ
ATR_b404_101,bgm,「すぅ……はぁ……すぅ……はぁ……」
ATR_b404_102,bgm,「わたし、そのあの、夏生さんに伝えたい事がありまして」
ATR_b404_103,bgm,「つまりわたしは、あの、えっと……はぅぅ」
ATR_b404_104,bgm,アトリ
ATR_b404_105,bgm,「どこへですか？」
ATR_b404_106,bgm,「それって……デート」
ATR_b404_107,bgm,「は、はい、行きましょう！」
ATR_b404_108,bgm,「……あっ」
ATR_b404_109,bgm,「……一度、船に戻ってもいいですか？」
ATR_b404_110,bgm,「どうしてもです。夏生さんはここで待っててください」
ATR_b404_111,bg,「夏生さぁぁぁぁーーーーーーーーーーーーん」
ATR_b404_112,bg,「おまたせしました～～～～」
ATR_b404_113,bg,「それは……もじもじ」
ATR_b404_114,bg,「はいです」
ATR_b404_115,bg,「えへへ……ありがとです」
ATR_b404_116,bg,「せっかくのデートだから、履きたいなって思って……」
ATR_b404_117,bg,「謝る必要はありません」
ATR_b404_118,bg,「夏生さんから聞きました。キャサリンは学校の生徒とわたしと、両方を守るためにそうしてくれたんだって」
ATR_b404_119,bg,「でもあなたは、わたしの事も自分の生徒だって言ってくれましたよ？」
ATR_b404_120,bg,「ありがとうございました。ぺこり」
ATR_b404_121,bg,「さ、行きましょう夏生さん！」
ATR_b405_001,bgm,「えへへ……えへえへ……」
ATR_b405_002,bgm,「えへへ……えへ……えへへへ…………」
ATR_b405_003,bg,「奇遇ですね。ヒューマノイドもですよ……ぐすっ」
ATR_b405_004,bgm,「じー」
ATR_b405_005,bgm,「ハッ……い、いえ、なんでもないですっ」
ATR_b405_006,bgm,アトリ
ATR_b405_007,bgm,「ど、どこへ行きましょうか」
ATR_b405_008,bgm,「フルーツバー！」
ATR_b405_009,bg,「パイナップルがいいです。甘酸っぱいんですよー」
ATR_b405_010,bgm,「んんぅぅ～～～～………………甘じゅっぱいですぅぅ」
ATR_b405_011,bgm,「じゃあ、パイナップルを一口あげます！」
ATR_b405_012,bgm,「はむはむ……美味しいです。美味しいは嬉しいです」
ATR_b405_013,bgm,「……という事は、わたしは喜んでいるのでしょうか」
ATR_b405_014,bgm,「……」
ATR_b405_015,bgm,「……わたしは今、夏生さんと、“喜び”を分かち合えているんでしょうか？」
ATR_b405_016,bgm,「……だといいのですが」
ATR_b405_017,bg,「はうっ」
ATR_b405_018,bg,「すみません……この靴だと歩きにくくて」
ATR_b405_019,bg,「はうぅ……」
ATR_b405_020,bg,「……そのかわり、いつもより顔が近いのです」
ATR_b405_021,bg,「こんにちはですー」
ATR_b405_022,bg,「ぜんぜんへっちゃらですよ。この通り、ピンピンしてます」
ATR_b405_023,bg,「ありがとうです」
ATR_b405_024,bg,「いいって事です」
ATR_b405_025,bg,「ありがとうです。サービスされに行きます！」
ATR_b405_026,bg,「エッヘン、高性能ですから」
ATR_b405_027,bg,「……なんですか？わたしの顔を悲しげにジッと見て」
ATR_b405_028,bg,「はぁ。いただきます……あむ。甘くてとろけそうですぅ」
ATR_b405_029,bg,「ふふ、冷たくて気持ちいい」
ATR_b405_030,bg,「水って、色んな色に光るんですね」
ATR_b405_031,bg,「水だけじゃなくて、空も雲も、草も花も、ヒトが暮らす建物も……」
ATR_b405_032,bg,「この世界には色が溢れているんですね」
ATR_b405_033,bg,「見えてはいましたけど、感じていませんでした」
ATR_b405_034,bg,「今こうして世界を見ていると、わたしの中に心はあるんだなぁ、って思います」
ATR_b405_035,bg,「目に映る物がみんな、虹色に輝いて見えるんです」
ATR_b405_036,bg,「はいです」
ATR_b405_037,bg,「でも、いい事ばかりじゃないですね」
ATR_b405_038,bg,「……今まで気付かずにいた悪い事も、感じるようになってしまいました」
ATR_b405_039,bg,「あー……あいつは、ブッちめたのでもういいです」
ATR_b405_040,bg,「……詩菜様です」
ATR_b405_041,bg,「ずっと解らなかった事があったんです。あの時――」
ATR_b405_042,bg,「詩菜様の命を脅かしたヒトをブッちめた時……」
ATR_b405_043,bg,「……おびえたみたいな顔をして、わたしを睨んでました」
ATR_b405_044,bg,「ずっと考えていました。どうして詩菜様は、わたしをあんな目で見たんだろうって」
ATR_b405_045,bg,「……憎悪だったんですね。わたしを憎んでいたんです」
ATR_b405_046,bg,「わたしは詩菜様に嫌われていたんだなぁって、今になって解っちゃって……」
ATR_b405_047,bg,「だって、連れていかれるわたしを見て、バケモノって呼んだんですよ？心配なんてちっともしてくれませんでした」
ATR_b405_048,bg,「そ、そそ、それはですね……あぅあぅ」
ATR_b405_049,bg,「わ、わたし……あの、えと……夏生さんの事……」
ATR_b405_050,bg,「あぅあぅ……やっぱナシでっ」
ATR_b405_051,bg,アトリ
ATR_b405_052,bg2,「？　なんでしょう」
